registrationNumber,type,legalName,tradeName,address,street,place,zip,county,status,dateFirstRegistered,dateRegisteredThrough,deletedDate,successorRegistrationNumber,cd119,cd_method,in_ny23,community
010884,Pharmacy,MAGNANO MICHAEL R,MAGNANO'S PHARMACY,8-10 W MAIN ST CUBA NY 14727,8-10 W MAIN ST,CUBA,14727,ALLEGANY,Transfer,"June 17, 1965","April 19, 1988","April 19, 1988",019810,23,county wholly in NY-23,yes,yes
015835,Pharmacy,MAGNANO PHARMACY INC,,535 MAIN ST OLEAN NY 14760,535 MAIN ST,OLEAN,14760,CATTARAUGUS,Discontinued,"May 18, 1977","April 09, 1988","April 09, 1988",NONE,23,county wholly in NY-23,yes,yes
022865,Pharmacy,"MAIN VILLAGE PHARMACY, INC.",,5429 MAIN ST. WILLIAMSVILLE NY 14221,5429 MAIN ST,. WILLIAMSVILLE,14221,ERIE,Discontinued,"April 16, 1996","November 12, 1996","November 12, 1996",NONE,,,unknown,yes
041750,Wholesaler/Repacker,MAINE OXY NY INC.,STRATE WELDING SUPPLY,101 COMET AVE BUFFALO NY 14216,101 COMET AVE,BUFFALO,14216,ERIE,Not Active,Not On File,"March 06, 2026","March 06, 2026",NONE,,,unknown,no
016932,Pharmacy,"MALNIKOF, PHILIP IRVING",FAMILY PRESCRIPTION CENTER,FAMILY PRESCRIPTION CTR. 5864 TRANSIT RD. DEPEW NY 14043,FAMILY PRESCRIPTION CTR. 5864 TRANSIT RD,. DEPEW,14043,ERIE,Discontinued,"November 10, 1980","December 31, 1995","December 31, 1995",NONE,,,unknown,yes
017842,Pharmacy,"MANTEI, KENNETH E.",NICHOLS PHARMACY,NICHOLS PHARMACY 18 MAIN STREET NICHOLS NY 13812,NICHOLS PHARMACY 18 MAIN STREET,NICHOLS,13812,TIOGA,Discontinued,"July 28, 1983","April 06, 1990","April 06, 1990",NONE,23,county wholly in NY-23,yes,yes
017432,Pharmacy,"MANTEI, KENNETH EDWARD",APALACHIN PHARMACY,"APALACHIN PHARMACY 79 W. MAIN ST. APALACHIN, NY 13732",APALACHIN PHARMACY 79 W. MAIN ST,". APALACHIN,",13732,TIOGA,Transfer,"April 16, 1982","November 02, 1990","November 02, 1990",020787,23,county wholly in NY-23,yes,yes
025363,Pharmacy,MAPLEWOOD HEALTH CARE CENTER INC.,,C/O PHARMACY 225 BENNETT RD. CHEEKTOWAGA NY 14227,225 BENNETT RD,. CHEEKTOWAGA,14227,ERIE,Discontinued,"November 15, 2002","April 27, 2010","April 27, 2010",NONE,,,unknown,yes
021336,Pharmacy,"MARIAN MEDICAL PHARMACY, INC.",,515 ABBOTT RD. BUFFALO NY 14220,515 ABBOTT RD,. BUFFALO,14220,ERIE,Discontinued,"April 29, 1993","September 03, 2013","September 03, 2013",NONE,,,unknown,yes
028647,Pharmacy,MARKET STREET APOTHECARY LLC,,76-78 WEST MARKET STREET CORNING NY 14830,76-78 WEST MARKET STREET,CORNING,14830,STEUBEN,Not Active,Not On File,"August 25, 2008","August 25, 2008",NONE,23,county wholly in NY-23,yes,yes
029137,Pharmacy,MARKET STREET APOTHECARY LLC,,78 WEST MARKET STREET CORNING NY 14830,78 WEST MARKET STREET,CORNING,14830,STEUBEN,Discontinued,"September 17, 2008","February 10, 2022","February 10, 2022",NONE,23,county wholly in NY-23,yes,yes
018096,Pharmacy,MARKNER INC.,MEADOWLANDS PHARMACY,1000 YOUNGS ROAD AMHERST NY 14221,1000 YOUNGS ROAD,AMHERST,14221,ERIE,Discontinued,"March 27, 1984","July 20, 1988","July 20, 1988",NONE,,,unknown,yes
017629,Pharmacy,"MARKNER, INC.",TRANSIT HILL PHARMACY,6344 TRANSIT RD DEPEW NY 14043,6344 TRANSIT RD,DEPEW,14043,ERIE,Transfer,"December 07, 1982","October 03, 1988","October 03, 1988",019919,,,unknown,yes
021983,Pharmacy,"MARKS, JEFFREY A.",FRIENDSHIP PHARMACY,FRIENDSHIP PHARMACY 9 WEST MAIN ST. PO BOX 128 FRIENDSHIP NY 14739,FRIENDSHIP PHARMACY 9 WEST MAIN ST,. FRIENDSHIP,14739,ALLEGANY,Active,"February 23, 1994","February 29, 2028",,NONE,23,county wholly in NY-23,yes,yes
021934,Pharmacy,"MARRANO, SUSAN A.",TENEROWICZ PHARMACY,TENEROWICZ PHARMACY 581 RIDGE RD. LACKAWANNA NY 14218,TENEROWICZ PHARMACY 581 RIDGE RD,. LACKAWANNA,14218,ERIE,Discontinued,"February 15, 1994","May 25, 2001","May 25, 2001",NONE,,,unknown,yes
025537,Wholesaler,"MASUNE FIRST AID & SAFETY, INC.",,500 FILLMORE AVENUE TONAWANDA NY 14150,500 FILLMORE AVENUE,TONAWANDA,14150,ERIE,Discontinued,"April 11, 2003","September 17, 2004","September 17, 2004",NONE,,,unknown,no
024410,Wholesaler,MASUNE FIRST AID INC.,MASUNE/MEDCO SUPPLY,500 FILLMORE AVE. TONAWANDA NY 14150-2509,500 FILLMORE AVE,. TONAWANDA,14150,ERIE,Discontinued,"June 22, 1999","April 11, 2003","April 11, 2003",NONE,,,unknown,no
020003,Wholesaler,"MATRX MEDICAL, INC.",,145 MID COUNTY DR. ORCHARD PARK NY 14127,145 MID COUNTY DR,. ORCHARD PARK,14127,ERIE,Discontinued,"November 10, 1988","August 31, 2001","August 31, 2001",NONE,,,unknown,no
008845,Pharmacy,"MAY, JACK TRACY",FRIENDSHIP PHARMACY,FRIENDSHIP PHARMACY 9 MAIN STREET FRIENDSHIP NY 14739,FRIENDSHIP PHARMACY 9 MAIN STREET,FRIENDSHIP,14739,ALLEGANY,Transfer,"October 27, 1960","February 23, 1994","February 23, 1994",021983,23,county wholly in NY-23,yes,yes
013875,Pharmacy,MAYVILLE PHARMACY LTD.,,40 SO. ERIE STREET MAYVILLE NY 14757,40 SO. ERIE STREET,MAYVILLE,14757,CHAUTAUQUA,Transfer,"July 01, 1972","June 11, 1992","June 11, 1992",021342,23,county wholly in NY-23,yes,yes
018240,Pharmacy,"MC NERNEY'S PHARMACY, INC.",,2264 SOUTH PARK AVENUE BUFFALO NY 14220,2264 SOUTH PARK AVENUE,BUFFALO,14220,ERIE,Discontinued,"August 13, 1984","June 17, 1990","June 17, 1990",NONE,26,unmatched address; town wholly in/out of NY-23 (assumed),no,yes
027049,Pharmacy,"MCAULEY RESIDENCE, THE",,1503 MILITARY ROAD KENMORE NY 14217,1503 MILITARY ROAD,KENMORE,14217,ERIE,Not Active,Not On File,"June 20, 2005","June 20, 2005",NONE,,,unknown,yes
020886,Wholesaler,"MCGAW, INC.",,200 SONWIL DR. BUFFALO NY 14225,200 SONWIL DR,. BUFFALO,14225,ERIE,Discontinued,"March 25, 1991","August 31, 1998","August 31, 1998",NONE,,,unknown,no
020576,Pharmacy,"MCGUIRE GROUP PHARMACY CORP., THE",,C/O PHARMACY 2355 UNION AVE. SUITE 200 CHEEKTOWAGA NY 14227,2355 UNION AVE,. CHEEKTOWAGA,14227,ERIE,Transfer,"June 26, 1990","December 01, 2015","December 01, 2015",034006,,,unknown,yes
021617,Wholesaler,"MCGUIRE GROUP PHARMACY CORP., THE",,2355 UNION RD. SUITE 200 CHEEKTOWAGA NY 14227,2355 UNION RD,. CHEEKTOWAGA,14227,ERIE,Transfer,"March 10, 1993","November 27, 2015","November 27, 2015",034007,,,unknown,no
303234,Wholesaler,MCKESSON CORPORATION,,2700 NO. AMERICA DR. WEST SENECA NY 14224-5178,2700 NO. AMERICA DR,. WEST SENECA,14224,ERIE,Discontinued,"January 01, 1939","June 26, 2026","June 26, 2026",NONE,,,unknown,no
025361,Wholesaler,MDS ASSOCIATES INC.,,61 INNSBRUCK DR. CHEEKTOWAGA NY 14227,61 INNSBRUCK DR,. CHEEKTOWAGA,14227,ERIE,Discontinued,"June 10, 2002","September 27, 2016","September 27, 2016",NONE,,,unknown,no
031643,Wholesaler/Repacker,"MEDCARE EQUIPMENT COMPANY, LLC.",MEDCARE HOME MEDICAL EQUIPMENT COMPANY,512 WEST THIRD STREET JAMESTOWN NY 14701-4857,512 WEST THIRD STREET,JAMESTOWN,14701,CHAUTAUQUA,Not Registered,"March 05, 2013","February 28, 2025",,NONE,23,county wholly in NY-23,yes,no
024545,Wholesaler,"MEDCO SUPPLY COMPANY, INC.",,500 FILLMORE AVE. TONAWANDA NY 14150-2509,500 FILLMORE AVE,. TONAWANDA,14150,ERIE,Transfer,"November 05, 1999","October 22, 2004","October 22, 2004",026924,,,unknown,no
026924,Wholesaler,"MEDCO SUPPLY COMPANY, INC.",MASUNE FIRST AID & SAFETY,500 FILLMORE AVE. TONAWANDA NY 14150,500 FILLMORE AVE,. TONAWANDA,14150,ERIE,Transfer,"October 22, 2004","July 10, 2009","July 10, 2009",029551,,,unknown,no
101051,Manufacturer,MEDEX PRODUCTS CORPORATION,,444 YOUNG STREET TONAWANDA NY 14150,444 YOUNG STREET,TONAWANDA,14150,ERIE,Discontinued,"January 02, 1967","August 31, 1998","August 31, 1998",NONE,,,unknown,no
021198,Wholesaler,MEDICAL PARK PHARMACY INC.,,550 ORCHARD PARK RD. WEST SENECA NY 14224,550 ORCHARD PARK RD,. WEST SENECA,14224,ERIE,Discontinued,"December 25, 1991","May 19, 1995","May 19, 1995",NONE,,,unknown,no
021201,Pharmacy,"MEDICAL PARK PHARMACY, INC.",,550 ORCHARD PARK RD. WEST SENECA NY 14224,550 ORCHARD PARK RD,. WEST SENECA,14224,ERIE,Discontinued,"December 25, 1991","October 22, 2015","October 22, 2015",NONE,,,unknown,yes
025352,Pharmacy,"MEDICAN GROUP, LLC",,C/O PHARMACY 908 NIAGARA FALLS BLVD. SUITE 245 NORTH TONAWANDA NY 14120,908 NIAGARA FALLS BLVD,. NORTH TONAWANDA,14120,NIAGARA,Discontinued,"June 10, 2002","July 06, 2005","July 06, 2005",NONE,,,unknown,yes
011770,Pharmacy,MEMORIAL HOSPITAL OF WILLIAM F. & GERTRUDE F.,JONES MEMORIAL HOSPITAL,"JONES, THE JONES MEM HOSP- PHARMACY 191 NO. MAIN ST. WELLSVILLE NY 14895","JONES, THE JONES MEM HOSP- PHARMACY 191 NO. MAIN ST",. WELLSVILLE,14895,ALLEGANY,Active,"July 24, 1967","July 31, 2028",,NONE,23,county wholly in NY-23,yes,no
041818,Pharmacy,MEMORIAL HOSPITAL OF WILLIAM F. AND GERTRUDE,JONES MEMORIAL HOSPITAL OUTPATIENT PHARMACY,"F. JONES, INC., THE C/O PHARMACY 191 NORTH MAIN ST 1ST FLOOR CORRIDOR WELLSVILLE NY 14895","F. JONES, INC., THE 191 NORTH MAIN ST",1ST WELLSVILLE,14895,ALLEGANY,Active,"November 18, 2025","October 31, 2028",,NONE,23,county wholly in NY-23,yes,no
101052,Manufacturer,"MENTHOLATUM CO., INC., THE",,707 STERLING DR. ORCHARD PARK NY 14127-1587,707 DR,. ORCHARD PARK,14127,ERIE,Active,"January 01, 1929","January 31, 2028",,NONE,,,unknown,no
026649,Wholesaler,"MENTHOLATUM CO., INC., THE",,ALLIED DRIVE 125 CHEEKTOWAGA NY 14227,ALLIED DRIVE,125 CHEEKTOWAGA,14227,ERIE,Discontinued,"October 29, 2004","August 01, 2022","August 01, 2022",NONE,,,unknown,no
039564,Wholesaler,MERCY HOSPITAL OF BUFFALO,,565 ABBOTT RD BUFFALO NY 14220,565 ABBOTT RD,BUFFALO,14220,ERIE,Active,"June 21, 2022","May 31, 2028",,NONE,,,unknown,no
007463,Pharmacy,MERCY HOSPITAL OF BUFFALO,,C/O PHARMACY 565 ABBOTT RD. BUFFALO NY 14220,565 ABBOTT RD,. BUFFALO,14220,ERIE,Active,"February 01, 1957","February 29, 2028",,NONE,26,Census batch geocode + point-in-district,no,no
025514,Pharmacy,"METCARE RX BUFFALO, INC.",,DRIVEWAY 1 462 GRIDER ST. BUFFALO NY 14215,DRIVEWAY 1 462 GRIDER ST,. BUFFALO,14215,ERIE,Transfer,"February 11, 2003","February 23, 2010","February 23, 2010",029867,,,unknown,yes
025521,Pharmacy,"METCARE RX BUFFALO, INC.",METCARE RX ECMC BUFFALO,SUSSEX ST. ENTRANCE 462 GRIDER ST. BUFFALO NY 14215,SUSSEX ST. ENTRANCE 462 GRIDER ST,. BUFFALO,14215,ERIE,Transfer,"November 03, 2003","February 24, 2010","February 24, 2010",029866,,,unknown,yes
027836,Pharmacy,"METCARERX SHEEHAN PHARMACEUTICAL SERVICES, LLC",,SHEENAN MEMORIAL HOSP 425 MICHIGAN AVE BUFFALO NY 14203,SHEENAN MEMORIAL HOSP 425 MICHIGAN AVE,BUFFALO,14203,ERIE,Discontinued,"July 27, 2006","October 01, 2007","October 01, 2007",NONE,26,unmatched address; town wholly in/out of NY-23 (assumed),no,yes
024714,Pharmacy,METRO PHARMACY INC,PROFESSIONAL COMPOUNDING PHARMACY,8750 TRANSIT ROAD SUITE 102 EAST AMHERST NY 14051,8750 TRANSIT ROAD,EAST AMHERST,14051,ERIE,Discontinued,"June 27, 2000","October 01, 2009","October 01, 2009",NONE,,,unknown,yes
018047,Pharmacy,"MILLAR, DAVID A., JR., & MC GINNESS, JOHN H.",MILLAR BROS. PHARMACY,MILLAR BROS. PHARMACY S5999 SOUTH PARK AVE. HAMBURG NY 14075-4998,MILLAR BROS. PHARMACY S5999 SOUTH PARK AVE,. HAMBURG,14075,ERIE,Transfer,"February 16, 1984","March 09, 1995","March 09, 1995",018047,,,unknown,yes
025467,Pharmacy,MILLARD FILLMORE AMBULATORY SURGERY CENTER INC.,KALEIDA HEALTH,C/O PHARMACY 215 KLEIN RD. WILLIAMSVILLE NY 14221,215 KLEIN RD,. WILLIAMSVILLE,14221,ERIE,Transfer,"October 10, 2002","August 13, 2008","August 13, 2008",028889,,,unknown,yes
020048,Pharmacy,"MILLARD FILLMORE AMBULATORY SURGERY CENTER, INC.",,C/O PHARMACY 215 KLEIN RD. WILLIAMSVILLE NY 14221,215 KLEIN RD,. WILLIAMSVILLE,14221,ERIE,Discontinued,"December 09, 1988","February 13, 2001","February 13, 2001",NONE,,,unknown,yes
001176,Pharmacy,MILLARD FILLMORE HOSPITAL,,C/O PHARMACY 3 GATES CIRCLE BUFFALO NY 14209,3 GATES CIRCLE,BUFFALO,14209,ERIE,Transfer,"January 01, 1931","May 21, 2002","May 21, 2002",025382,26,unmatched address; town wholly in/out of NY-23 (assumed),no,no
014678,Pharmacy,MILLARD FILLMORE HOSPITAL,MILLARD FILLMORE SUBURBAN HOSPITAL,C/O PHARMACY 1540 MAPLE RD. WILLIAMSVILLE NY 14221,1540 MAPLE RD,. WILLIAMSVILLE,14221,ERIE,Discontinued,"August 01, 1974","May 21, 2002","May 21, 2002",NONE,,,unknown,no
028889,Pharmacy,"MILLARD FILLMORE SURGERY CENTER, LLC",,215 KLEIN RD WILLIAMSVILLE NY 14221,215 KLEIN RD,WILLIAMSVILLE,14221,ERIE,Discontinued,"August 13, 2008","February 02, 2026","February 02, 2026",NONE,26,Census batch geocode + point-in-district,no,yes
303237,Wholesaler,MINETTE PHARMACEUTICAL CORP.,,2930 GENESEE ST. BUFFALO NY 14225,2930 GENESEE ST,. BUFFALO,14225,ERIE,Discontinued,"September 01, 1959","November 24, 1995","November 24, 1995",NONE,,,unknown,no
008063,Pharmacy,"MINNER, LEO A.",CORNER DRUG STORE,CORNER DRUG STORE 1 WASHINGTON ST. CATTARAUGUS NY 14719,CORNER DRUG STORE 1 WASHINGTON ST,. CATTARAUGUS,14719,CATTARAUGUS,Transfer,"April 06, 1959","June 05, 1996","June 05, 1996",022893,23,county wholly in NY-23,yes,yes
017837,Pharmacy,MODEN-GIROUX INC.,MIDDLEPORT FAMILY HEALTH CENTER,81 ROCHESTER RD. P.O. BOX 188 MIDDLEPORT NY 14105,81 ROCHESTER RD,. MIDDLEPORT,14105,NIAGARA,Active,"July 18, 1983","July 31, 2028",,NONE,,,unknown,no
019919,Pharmacy,"MODEN-GIROUX, INC.",TRANSIT HILL PHARMACY,6344 TRANSIT RD. DEPEW NY 14043,6344 TRANSIT RD,. DEPEW,14043,ERIE,Active,"October 03, 1988","October 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
005791,Pharmacy,MONTOUR PHARMACY CORP.,,320 W. MAIN ST. P.O. BOX 817 MONTOUR FALLS NY 14865-0817,320 W. MAIN ST,. MONTOUR FALLS,14865,SCHUYLER,Transfer,"September 21, 1951","January 28, 2003","January 28, 2003",025563,23,county wholly in NY-23,yes,yes
019271,Pharmacy,MONTOUR PHARMACY CORP.,,315 N FRANKLIN ST WATKINS GLEN NY 14891,315 N FRANKLIN ST,WATKINS GLEN,14891,SCHUYLER,Discontinued,"November 07, 1986","June 16, 1988","June 16, 1988",NONE,23,county wholly in NY-23,yes,yes
021794,Pharmacy,"MOON, RICHARD",SOUTHERN TIER HOME PHARMACY,SOUTHERN TIER HOME PHCY 25 EAST FOURTH ST. 2ND. FL. JAMESTOWN NY 14701,SOUTHERN TIER HOME PHCY 25 EAST FOURTH ST,. 2ND.,14701,CHAUTAUQUA,Transfer,"August 13, 1993","March 25, 1995","March 25, 1995",022433,23,county wholly in NY-23,yes,yes
004401,Pharmacy,MOUNT ST. MARY'S HOSPITAL OF NIAGARA FALLS,,C/O PHARMACY 5300 MILITARY RD. LEWISTON NY 14092,5300 MILITARY RD,. LEWISTON,14092,NIAGARA,Active,"January 01, 1931","January 31, 2028",,NONE,,,unknown,no
040184,Pharmacy,MOUNT ST. MARY'S HOSPITAL OF NIAGARA FALLS,,6001 SHIMER DR. LOCKPORT NY 14094,6001 SHIMER DR,. LOCKPORT,14094,NIAGARA,Active,"September 22, 2023","August 31, 2029",,NONE,,,unknown,no
039376,Wholesaler,MOUNT ST. MARY'S HOSPITAL OF NIAGARA FALLS,,5300 MILITARY RD. LEWISTON NY 14092,5300 MILITARY RD,. LEWISTON,14092,NIAGARA,Active,"February 17, 2022","January 31, 2028",,NONE,,,unknown,no
012471,Pharmacy,MOUNT VIEW HEALTH FACILITY,,COUNTY OF NIAGARA 5465 UPPER MOUNTAIN RD. LOCKPORT NY 14094,COUNTY OF NIAGARA 5465 UPPER MOUNTAIN RD,. LOCKPORT,14094,NIAGARA,Discontinued,"April 03, 1969","April 09, 1993","April 09, 1993",NONE,,,unknown,yes
010660,Pharmacy,"MROCZYNSKI, JOSEPH I.",FISCHER'S PHARMACY,FISCHERS PHARMACY 301 PAYNE AVENUE NORTH TONAWANDA NY 14120,FISCHERS PHARMACY 301 PAYNE AVENUE,NORTH TONAWANDA,14120,NIAGARA,Discontinued,"November 09, 1964","March 13, 1990","March 13, 1990",NONE,,,unknown,yes
024231,Manufacturer,MUNCO LLC,REPUBLIC DRUG COMPANY,175 GREAT ARROW AVE. BUFFALO NY 14207,175 GREAT ARROW AVE,. BUFFALO,14207,ERIE,Discontinued,"April 05, 1999","January 07, 2003","January 07, 2003",NONE,,,unknown,no
018735,Pharmacy,"MUTO, ALFONSE",PINE PHARMACY AND HOME CARE CENTER,PINE PHARMACY 2316 PINE AVE. NIAGARA FALLS NY 14301,PINE PHARMACY 2316 PINE AVE,. NIAGARA FALLS,14301,NIAGARA,Transfer,"August 09, 1985","September 29, 1995","September 29, 1995",022572,,,unknown,no
016050,Pharmacy,"MYKA PHARMACY, INC.",,1634 ELECTRIC AVE. LACKAWANNA NY 14218,1634 ELECTRIC AVE,. LACKAWANNA,14218,ERIE,Discontinued,"January 26, 1978","December 31, 1995","December 31, 1995",NONE,,,unknown,yes
034013,Wholesaler,NATIVE HEALTH MEDS LLC.,,1411 ROUTE 438 GOWANDA NY 14070,1411 ROUTE 438,GOWANDA,14070,ERIE,Not Active,Not On File,"April 03, 2017","April 03, 2017",NONE,,,unknown,no
027827,Wholesaler,NATIVE NATIONS PHARMACEUTICAL COMPANY,,135 SOUTH MAIN SUITE B SALAMANCA NY 14779,135 SOUTH MAIN,SALAMANCA,14779,CATTARAUGUS,Discontinued,"August 14, 2006","September 21, 2009","September 21, 2009",NONE,23,county wholly in NY-23,yes,no
027050,Pharmacy,NAZARETH HOME,,291 NORTH STREET BUFFALO NY 14201,291 NORTH STREET,BUFFALO,14201,ERIE,Not Active,Not On File,"June 20, 2005","June 20, 2005",NONE,26,unmatched address; town wholly in/out of NY-23 (assumed),no,yes
023590,Pharmacy,"NCS HEALTHCARE OF NEW YORK, INC.","NCS HEALTHCARE, BUFFALO",C/O PHARMACY 2470 WALDEN AVE. BUFFALO NY 14225,2470 WALDEN AVE,. BUFFALO,14225,ERIE,Discontinued,"April 17, 1998","May 21, 2003","May 21, 2003",NONE,,,unknown,yes
500682,Storekeeper,"NECKERS, HAROLD EVERETT",NECKERS',NECKERS' WEST MAIN STREET CLYMER NY 14724,NECKERS' WEST MAIN STREET,CLYMER,14724,CHAUTAUQUA,Discontinued,"January 01, 1962","November 23, 1992","November 23, 1992",NONE,23,county wholly in NY-23,yes,no
023577,Pharmacy,"NEEL-PATH, LLC",APALACHIN PHARMACY,6845 STATE RT. 434 APALACHIN NY 13732,6845 STATE RT. 434,APALACHIN,13732,TIOGA,Discontinued,"April 29, 1998","March 29, 2022","March 29, 2022",NONE,23,county wholly in NY-23,yes,yes
033793,Pharmacy,"NEIGHBORHOOD HEALTH CENTER OF WNY, INC.",PHARMACY @ MATTINA,300 NIAGARA ST. BUFFALO NY 14201,300 NIAGARA ST,. BUFFALO,14201,ERIE,Active,"September 15, 2015","August 31, 2027",,NONE,26,Census batch geocode + point-in-district,no,no
039665,Pharmacy,"NEIGHBORHOOD HEALTH CENTER OF WNY, INC.",PHARMACY AT RIVERWAY,1569 NIAGARA ST BUFFALO NY 14213-1011,1569 NIAGARA ST,BUFFALO,14213,ERIE,Active,"July 29, 2022","June 30, 2028",,NONE,26,Census batch geocode + point-in-district,no,no
035642,Pharmacy,"NEIGHBORHOOD HEALTH CENTER OF WNY, INC.",PHARMACY AT BLASDELL,4233 LAKE AVE. BLASDELL NY 14219-1216,4233 LAKE AVE,. BLASDELL,14219,ERIE,Active,"September 29, 2017","August 31, 2029",,NONE,23,Census batch geocode + point-in-district,yes,no
001192,Pharmacy,NEIL PHARMACY INC.,,S4184  N. BUFFALO ST. ORCHARD PARK NY 14127,S4184 N. BUFFALO ST,. ORCHARD PARK,14127,ERIE,Discontinued,"February 01, 1953","July 22, 1999","July 22, 1999",NONE,,,unknown,yes
007733,Pharmacy,NEUMAN'S PHARMACY INC.,,2264 GENESEE ST. BUFFALO NY 14211,2264 GENESEE ST,. BUFFALO,14211,ERIE,Discontinued,"July 01, 1958","April 20, 1996","April 20, 1996",NONE,,,unknown,yes
031310,Pharmacy,NEWFANE PHARMACY INC.,,2780 MAIN STREET NEWFANE NY 14108,2780 MAIN STREET,NEWFANE,14108,NIAGARA,Active,"June 08, 2012","May 31, 2027",,NONE,24,unmatched address; town wholly in/out of NY-23 (assumed),no,yes
023249,Pharmacy,"NIAGARA APOTHECARY, INC.",,8745 NIAGARA FALLS BLVD. NIAGARA FALLS NY 14304,8745 NIAGARA FALLS BLVD,. NIAGARA FALLS,14304,NIAGARA,Active,"May 22, 1997","May 31, 2028",,NONE,,,unknown,yes
025199,Pharmacy,NIAGARA COUNTY JAIL - MEDICAL DEPARTMENT,,C/O PHARMACY 5526 NIAGARA ST. EXT. P.O. BOX 496   . LOCKPORT NY 14075-0496,5526 NIAGARA ST,. EXT. . LOCKPORT,14075,NIAGARA,Discontinued,"June 25, 2002","March 01, 2010","March 01, 2010",NONE,,,unknown,yes
004402,Pharmacy,NIAGARA FALLS MEMORIAL MEDICAL CENTER,,C/O PHARMACY 621  10TH ST. NIAGARA FALLS NY 14302,621 10TH ST,. NIAGARA FALLS,14302,NIAGARA,Active,"January 01, 1937","January 31, 2028",,NONE,26,geocoded earlier,no,no
025099,Pharmacy,"NIAGARA LUTHERAN DEVELOPMENT, INC.",DBA/GREENFIELD HEALTH & REHABILITATION CENTER,5949 BROADWAY AVENUE LANCASTER NY 14086,5949 BROADWAY AVENUE,LANCASTER,14086,ERIE,Not Active,Not On File,"January 23, 2003","January 23, 2003",NONE,,,unknown,no
022709,Pharmacy,"NIAGARA PHARMACY, INC.",ARROW PRESCRIPTION CENTER,455 NIAGARA ST. BUFFALO NY 14201,455 NIAGARA ST,. BUFFALO,14201,ERIE,Discontinued,"November 10, 1995","November 06, 2013","November 06, 2013",NONE,,,unknown,yes
020889,Pharmacy,"NIAGARA SERVICES, INC.",SUMMIT PARK MEDICAL MALL PHARMACY,6934 WILLIAMS RD. NIAGARA FALLS NY 14304,6934 WILLIAMS RD,. NIAGARA FALLS,14304,NIAGARA,Transfer,"May 01, 1991","September 06, 1995","September 06, 1995",022569,,,unknown,yes
032701,Pharmacy,"NIAGARA STREET PHARMACY, INC.",,469 NIAGARA STREET BUFFALO NY 14201,469 NIAGARA STREET,BUFFALO,14201,ERIE,Discontinued,"April 25, 2014","October 23, 2017","October 23, 2017",NONE,26,unmatched address; town wholly in/out of NY-23 (assumed),no,yes
018535,Pharmacy,"NIAGARA-LOCKPORT ENTERPRISES, INC.",TOPS MARKET #21,C/O PHARMACY 5827 S. TRANSIT RD. LOCKPORT NY 14094,5827 S. TRANSIT RD,. LOCKPORT,14094,NIAGARA,Transfer,"April 05, 1985","February 05, 2025","February 05, 2025",041158,23,Census batch geocode + point-in-district,yes,yes
026164,Pharmacy,"NICHOLSON PHARMACY, INC.",,36 SCHUYLER ST. BELMONT NY 14813,36 SCHUYLER ST,. BELMONT,14813,ALLEGANY,Active,"September 03, 2003","September 30, 2028",,NONE,23,county wholly in NY-23,yes,yes
027834,Pharmacy,NICKEL CITY PHARMACY,,1791 SOUTH PARK AVENUE BUFFALO NY 14220,1791 SOUTH PARK AVENUE,BUFFALO,14220,ERIE,Active,"May 11, 2006","March 31, 2027",,NONE,26,Census batch geocode + point-in-district,no,yes
016012,Pharmacy,"NICOLETTI, DAVID A.",PRESCRIPTION LABORATORY OF LOCKPORT,PRESCRIPTION LABORATORY OF LOCKPORT 6624 LINCOLN AVE. LOCKPORT NY 14094,PRESCRIPTION LABORATORY OF LOCKPORT 6624 LINCOLN AVE,. LOCKPORT,14094,NIAGARA,Discontinued,"October 19, 1977","March 31, 1997","March 31, 1997",NONE,,,unknown,yes
021850,Pharmacy,"NMC HOMECARE, INC.",,305 CAYUGA RD. #200 CHEEKTOWAGA NY 14225,305 CAYUGA RD,. #200 CHEEKTOWAGA,14225,ERIE,Transfer,"September 30, 1993","October 31, 1996","October 31, 1996",023083,,,unknown,yes
202485,Wholesaler/Repacker,"NMC HOMECARE, INC.",,452 E. WATER ST. ELMIRA NY 14901,452 E. WATER ST,. ELMIRA,14901,CHEMUNG,Discontinued,"June 24, 1987","November 01, 1996","November 01, 1996",NONE,23,county wholly in NY-23,yes,no
202487,Wholesaler/Repacker,"NMC HOMECARE, INC.",,305 CAYUGA RD. CHEEKTOWAGA NY 14225,305 CAYUGA RD,. CHEEKTOWAGA,14225,ERIE,Discontinued,"June 24, 1987","October 31, 1996","October 31, 1996",NONE,,,unknown,no
012162,Pharmacy,"NORMAN, MANUEL AND BRENNER, MERWYN",KELLER'S PHARMACY,KELLER'S PHARMACY 755 SENECA STREET BUFFALO NY 14210,KELLER'S PHARMACY 755 SENECA STREET,BUFFALO,14210,ERIE,Discontinued,"May 20, 1968","December 14, 1991","December 14, 1991",NONE,26,unmatched address; town wholly in/out of NY-23 (assumed),no,yes
028774,Pharmacy,NORTH GATE HEALTH CARE FACILITY LLC,,C/O PHARMACY 7264 NASH RD. NORTH TONAWANDA NY 14120,7264 NASH RD,. NORTH TONAWANDA,14120,NIAGARA,Discontinued,"March 03, 2008","May 02, 2023","May 02, 2023",NONE,26,Census batch geocode + point-in-district,no,no
